"Klucz","KluczOpakJedn","IdCechy","Wartosc","NrWersji","IdSesji"
"719","2493","103","57/09/2011","1","2530"
"720","2493","104","A2764381","1","2530"
"721","2488","105","A2764384","1","2530"
"722","2488","103","52/09/2011","1","2530"
"723","2488","104","A2764383","1","2530"
"724","2495","105","A2764386","1","2530"
"725","2495","103","59/09/2011","1","2530"
"726","2495","104","A2764385","1","2530"
"727","2482","105","A2764388","1","2530"
"728","2482","103","46/09/2011","1","2530"
"729","2482","104","A2764387","1","2530"
"730","2575","105","A2764390","1","2530"
"731","2575","103","132/09/2011","1","2530"
"732","2575","104","A2764389","1","2530"
"733","2577","105","A2764394","1","2530"
"734","2577","103","130/09/2011","1","2530"
"735","2577","104","A2764393","1","2530"
"736","2522","105","A2764396","1","2530"
"737","2522","103","38/09/2011","1","2530"
"738","2522","104","A2764395","1","2530"
"739","2518","105","A2764398","1","2530"
"740","2518","103","34/09/2011","1","2530"
"741","2518","104","A2764397","1","2530"
"742","2485","105","A2764400","1","2530"
"743","2485","103","49/09/2011","1","2530"
"744","2485","104","A2764399","1","2530"
"13415","9801","107","RK Warszawa  Domaniewska X-XII","1","2995"
"13416","9801","106","","1","2995"
"13447","9818","107","RK Warszawa  ul. Rosvelta VI-IX  2012","1","2995"
"10501","3467","105","A2771301","1","2845"
"10502","3467","103","","1","2845"
"10503","3467","104","A2771300","1","2845"
"1627","2662","105","A2764020","1","2533"
"1628","2662","103","189/09/2011 ","1","2533"
"1629","2662","104","A2764019","1","2533"
"10549","2770","105","A2769305","1","2846"
"10550","2770","103","375/09/2011","1","2846"
"10551","2770","104","A2769304","1","2846"
"11244","11678","105","A2766622","1","2914"
"11245","11678","103","K1","1","2914"
"11246","11678","104","A2766621","1","2914"
"8474","10210","127","A2766595","1","2734"
"8475","10210","128","A2766596","1","2734"
"8488","10217","127","A2769001","1","2734"
"8489","10217","128","A2769002","1","2734"
"12239","6511","105","A2766804","1","2971"
"12240","6511","103","","1","2971"
"766","2690","105","A2764412","1","2530"
"767","2690","103","239/09/2011","1","2530"
"768","2690","104","A2764411","1","2530"
"769","2679","105","A2764414","1","2530"
"770","2679","103","228/09/2011","1","2530"
"771","2679","104","A2764413","1","2530"
"772","2760","105","A2764416","1","2530"
"773","2760","103","267/09/2011","1","2530"
"774","2760","104","A2764415","1","2530"
"775","2694","105","A2764418","1","2530"
"776","2694","103","243/09/2011","1","2530"
"777","2694","104","A2764417","1","2530"
"778","2698","105","A2764420","1","2530"
"779","2698","103","278/09/2011","1","2530"
"780","2698","104","A2764419","1","2530"
"781","2704","105","A2764422","1","2530"
"782","2704","103","284/09/2011","1","2530"
"783","2704","104","A2764421","1","2530"
"784","2699","105","A2764424","1","2530"
"785","2699","103","279/09/2011","1","2530"
"786","2699","104","A2764423","1","2530"
"1651","2670","105","A2764034","1","2533"
"1652","2670","103","197/09/2011 ","1","2533"
"1653","2670","104","A2764033","1","2533"
"790","2700","105","A2764426","1","2530"
"791","2700","103","280/09/2011","1","2530"
"792","2700","104","A2764425","1","2530"
"793","2705","105","A2764428","1","2530"
"794","2705","103","285/09/2011","1","2530"
"795","2705","104","A2764427","1","2530"
"796","2792","105","A2764430","1","2530"
"797","2792","103","315/09/2011","1","2530"
"798","2792","104","A2764429","1","2530"
"799","2563","105","A2764432","1","2530"
"800","2563","103","75/09/2011","1","2530"
"801","2563","104","A2764431","1","2530"
"802","2561","105","A2764434","1","2530"
"803","2561","103","77/09/2011","1","2530"
"804","2561","104","A2764433","1","2530"
"805","2568","105","A2764436","1","2530"
"806","2568","103","70/09/2011","1","2530"
"807","2568","104","A2764435","1","2530"
"808","2499","105","A2764438","1","2530"
"809","2499","103","63/09/2011","1","2530"
"810","2499","104","A2764437","1","2530"
"811","2492","105","A2764440","1","2530"
"812","2492","103","56/09/2011","1","2530"
"813","2492","104","A2764439","1","2530"
"814","2487","105","A2764442","1","2530"
"815","2487","103","51/09/2011","1","2530"
"816","2487","104","A2764441","1","2530"
"817","2480","105","A2764444","1","2530"
"818","2480","103","44/09/2011","1","2530"
"819","2480","104","A2764443","1","2530"
"820","2571","105","A2764446","1","2530"
"821","2571","103","54/09/2011","1","2530"
"822","2571","104","A2764445","1","2530"
"823","2477","105","A2764448","1","2530"
"824","2477","103","79/09/2011","1","2530"
"825","2477","104","A2764447","1","2530"
"826","2523","105","A2764450","1","2530"
"827","2523","103","39/09/2011","1","2530"
"828","2523","104","A2764449","1","2530"
"829","2562","105","A2764452","1","2530"
"830","2562","103","76/09/2011","1","2530"
"831","2562","104","A2764451","1","2530"
"832","2564","105","A2764454","1","2530"
"833","2564","103","74/09/2011","1","2530"
"834","2564","104","A2764453","1","2530"
"835","2569","105","A2764456","1","2530"
"836","2569","103","69/09/2011","1","2530"
"837","2569","104","A2764455","1","2530"
"838","2498","105","A2764458","1","2530"
"839","2498","103","62/09/2011","1","2530"
"840","2498","104","A2764457","1","2530"
"841","2491","105","A2764460","1","2530"
"842","2491","103","55/09/2011","1","2530"
"843","2491","104","A2764459","1","2530"
"844","2486","105","A2764462","1","2530"
"845","2486","103","50/09/2011","1","2530"
"846","2486","104","A2764461","1","2530"
"847","2481","105","A2764464","1","2530"
"848","2481","103","45/09/2011","1","2530"
"849","2481","104","A2764463","1","2530"
"850","2489","105","A2764466","1","2530"
"851","2489","103","53/09/2011","1","2530"
"852","2489","104","A2764465","1","2530"
"853","2478","105","A2764468","1","2530"
"854","2478","103","42/09/2011","1","2530"
"855","2478","104","A2764467","1","2530"
"856","2524","105","A2764470","1","2530"
"857","2524","103","40/09/2011","1","2530"
"858","2524","104","A2764469","1","2530"
"859","2519","105","A2764472","1","2530"
"860","2519","103","35/09/2011","1","2530"
"861","2519","104","A2764471","1","2530"
"862","2578","105","A2764474","1","2530"
"863","2578","103","129/09/2011","1","2530"
"864","2578","104","A2764473","1","2530"
"865","2574","105","A2764476","1","2530"
"866","2574","103","133/09/2011","1","2530"
"867","2574","104","A2764475","1","2530"
"868","2516","105","A2764478","1","2530"
"869","2516","103","32/09/2011","1","2530"
"870","2516","104","A2764477","1","2530"
"871","2689","105","A2764480","1","2530"
"872","2689","103","238/09/2011","1","2530"
"873","2689","104","A2764479","1","2530"
"874","2688","105","A2764482","1","2530"
"875","2688","103","237/09/2011","1","2530"
"876","2688","104","A2764481","1","2530"
"877","2687","105","A2764484","1","2530"
"878","2687","103","236/09/2011","1","2530"
"879","2687","104","A2764483","1","2530"
"13417","9802","107","RK Warszawa ul. Domaniewska VIII-X 2012 ","1","2995"
"13418","9802","106","","1","2995"
"13448","9818","106","","1","2995"
"883","2685","105","A2764488","1","2530"
"884","2685","103","234/09/2011","1","2530"
"885","2685","104","A2764487","1","2530"
"6581","9394","107","Kasa LIM Warszawa ","1","2673"
"6582","9394","106","1010/02/2012","1","2673"
"10504","3468","105","A2771303","1","2845"
"889","2692","105","A2764492","1","2530"
"890","2692","103","241/09/2011","1","2530"
"891","2692","104","A2764491","1","2530"
"13463","9826","107","RK Kraków ul. Lubelska X-XII 2012","1","2995"
"13464","9826","106","","1","2995"
"13477","9833","107","RK Wrocław pl. Dominikański Vi-X 2012","1","2995"
"895","2697","105","A2764496","1","2530"
"896","2697","103","245/09/2011","1","2530"
"897","2697","104","A2764495","1","2530"
"898","2703","105","A2764498","1","2530"
"899","2703","103","283/09/2011","1","2530"
"900","2703","104","A2764497","1","2530"
"901","2726","105","A2764500","1","2530"
"902","2726","103","259/09/2011","1","2530"
"903","2726","104","A2764499","1","2530"
"904","2725","105","A2764502","1","2530"
"905","2725","103","258/09/2011","1","2530"
"906","2725","104","A2764501","1","2530"
"10505","3468","103","","1","2845"
"10506","3468","104","A2771302","1","2845"
"12299","2724","105","A2770792","1","2972"
"910","2730","105","A2764504","1","2530"
"911","2730","103","263/09/2011","1","2530"
"912","2730","104","A2764503","1","2530"
"13478","9833","106","","1","2995"
"13487","9838","107","RK Warszawa ul. Racławicka IX-XII 2012","1","2995"
"916","2763","105","A2764508","1","2530"
"917","2763","103","270/09/2011","1","2530"
"918","2763","104","A2764507","1","2530"
"12300","2724","103","","1","2972"
"12301","2724","104","A2770791","1","2972"
"12329","11181","105","A2769940","1","2972"
"922","2793","105","A2764512","1","2530"
"923","2793","103","316/09/2011","1","2530"
"924","2793","104","A2764511","1","2530"
"925","2541","105","A2764514","1","2530"
"926","2541","103","96/09/2011","1","2530"
"927","2541","104","A2764513","1","2530"
"928","2558","105","A2764516","1","2530"
"929","2558","103","81/09/2011","1","2530"
"930","2558","104","A2764515","1","2530"
"931","2543","105","A2764518","1","2530"
"932","2543","103","94/09/2011","1","2530"
"933","2543","104","A2764517","1","2530"
"934","2548","105","A2764520","1","2530"
"935","2548","103","89/09/2011","1","2530"
"936","2548","104","A2764519","1","2530"
"937","2557","105","A2764522","1","2530"
"938","2557","103","82/09/2011","1","2530"
"939","2557","104","A2764521","1","2530"
"940","2559","105","A2764524","1","2530"
"941","2559","103","/09/2011","1","2530"
"942","2559","104","A2764523","1","2530"
"943","2479","105","A2764526","1","2530"
"944","2479","103","43/09/2011","1","2530"
"945","2479","104","A2764525","1","2530"
"946","2525","105","A2764528","1","2530"
"947","2525","103","41/09/2011","1","2530"
"948","2525","104","A2764527","1","2530"
"949","2520","105","A2764530","1","2530"
"950","2520","103","36/09/2011","1","2530"
"951","2520","104","A2764529","1","2530"
"952","2517","105","A2764532","1","2530"
"953","2517","103","33/09/2011","1","2530"
"954","2517","104","A2764531","1","2530"
"955","2510","105","A2764534","1","2530"
"956","2510","103","26/09/2011","1","2530"
"957","2510","104","A2764533","1","2530"
"958","2504","105","A2764536","1","2530"
"959","2504","103","20/09/2011","1","2530"
"960","2504","104","A2764535","1","2530"
"961","2511","105","A2764538","1","2530"
"962","2511","103","27/09/2011","1","2530"
"963","2511","104","A2764537","1","2530"
"964","2505","105","A2764540","1","2530"
"965","2505","103","21/09/2011","1","2530"
"966","2505","104","A2764539","1","2530"
"967","2471","105","A2764542","1","2530"
"968","2471","103","15/09/2011","1","2530"
"969","2471","104","A2764541","1","2530"
"970","2466","105","A2764544","1","2530"
"971","2466","103","10/09/2011","1","2530"
"972","2466","104","A2764543","1","2530"
"973","2461","105","A2764546","1","2530"
"974","2461","103","5/09/2011","1","2530"
"975","2461","104","A2764545","1","2530"
"976","2462","105","A2764548","1","2530"
"977","2462","103","6/09/2011","1","2530"
"978","2462","104","A2764547","1","2530"
"979","2463","105","A2764550","1","2530"
"980","2463","103","7/09/2011","1","2530"
"981","2463","104","A2764549","1","2530"
"982","2467","105","A2764552","1","2530"
"983","2467","103","11/09/2011","1","2530"
"984","2467","104","A2764551","1","2530"
"985","2464","105","A2764554","1","2530"
"986","2464","103","8/09/2011","1","2530"
"987","2464","104","A2764553","1","2530"
"988","2468","105","A2764556","1","2530"
"989","2468","103","12/09/2011","1","2530"
"990","2468","104","A2764555","1","2530"
"1603","2659","105","A2764006","1","2533"
"1604","2659","103","185/09/2011","1","2533"
"1605","2659","104","A2764005","1","2533"
"1630","2668","105","A2764022","1","2533"
"1631","2668","103","195/09/2011 ","1","2533"
"1632","2668","104","A2764021","1","2533"
"997","2472","105","A2764558","1","2530"
"998","2472","103","16/09/2011","1","2530"
"999","2472","104","A2764557","1","2530"
"1000","2506","105","A2764560","1","2530"
"1001","2506","103","22/09/2011","1","2530"
"1002","2506","104","A2764559","1","2530"
"1003","2512","105","A2764562","1","2530"
"1004","2512","103","28/09/2011","1","2530"
"1005","2512","104","A2764561","1","2530"
"10507","3469","105","A2771305","1","2845"
"10508","3469","103","","1","2845"
"10509","3469","104","A2771304","1","2845"
"1009","2529","105","A2764566","1","2530"
"1010","2529","103","106/09/2011","1","2530"
"1011","2529","104","A2764565","1","2530"
"1012","2530","105","A2764568","1","2530"
"1013","2530","103","107/09/2011","1","2530"
"1014","2530","104","A2764567","1","2530"
"1015","2596","105","A2764570","1","2530"
"1016","2596","103","100/09/2011","1","2530"
"1017","2596","104","A2764569","1","2530"
"1018","2459","105","A2764572","1","2530"
"1019","2459","103","3/09/2011","1","2530"
"1020","2459","104","A2764571","1","2530"
"1021","2594","105","A2764574","1","2530"
"1022","2594","103","102/09/2011","1","2530"
"1023","2594","104","A2764573","1","2530"
"1024","2473","105","A2764576","1","2530"
"1025","2473","103","17/09/2011","1","2530"
"1026","2473","104","A2764575","1","2530"
"1027","2579","105","A2764578","1","2530"
"1028","2579","103","128/09/2011","1","2530"
"1029","2579","104","A2764577","1","2530"
"1030","2588","105","A2764580","1","2530"
"1031","2588","103","118/09/2011","1","2530"
"1032","2588","104","A2764579","1","2530"
"1033","2534","105","A2764582","1","2530"
"1034","2534","103","111/09/2011","1","2530"
"1035","2534","104","A2764581","1","2530"
"1036","2590","105","A2764584","1","2530"
"1037","2590","103","116/09/2011","1","2530"
"1038","2590","104","A2764583","1","2530"
"1039","2533","105","A2764586","1","2530"
"1040","2533","103","110/09/2011","1","2530"
"1041","2533","104","A2764585","1","2530"
"1042","2513","105","A2764588","1","2530"
"1043","2513","103","29/09/2011","1","2530"
"1044","2513","104","A2764587","1","2530"
"1045","2507","105","A2764590","1","2530"
"1046","2507","103","23/09/2011","1","2530"
"1047","2507","104","A2764589","1","2530"
"1048","2582","105","A2764592","1","2530"
"1049","2582","103","124/09/2011","1","2530"
"1050","2582","104","A2764591","1","2530"
"1051","2535","105","A2764594","1","2530"
"1052","2535","103","112/09/2011","1","2530"
"1053","2535","104","A2764593","1","2530"
"1054","2591","105","A2764596","1","2530"
"1055","2591","103","115/09/2011","1","2530"
"1056","2591","104","A2764595","1","2530"
"1057","2514","105","A2764598","1","2530"
"1058","2514","103","30/09/2011","1","2530"
"1059","2514","104","A2764597","1","2530"
"1060","2508","105","A2764600","1","2530"
"1061","2508","103","24/09/2011","1","2530"
"1062","2508","104","A2764599","1","2530"
"1063","2584","105","A2764602","1","2530"
"1064","2584","103","122/09/2011","1","2530"
"1065","2584","104","A2764601","1","2530"
"1066","2589","105","A2764604","1","2530"
"1067","2589","103","117/09/2011","1","2530"
"1068","2589","104","A2764603","1","2530"
"1069","2585","105","A2764606","1","2530"
"1070","2585","103","121/09/2011","1","2530"
"1071","2585","104","A2764605","1","2530"
"1072","2528","105","A2764608","1","2530"
"1073","2528","103","105/09/2011","1","2530"
"1074","2528","104","A2764607","1","2530"
"1075","2532","105","A2764610","1","2530"
"1076","2532","103","109/09/2011","1","2530"
"1077","2532","104","A2764609","1","2530"
"1078","2583","105","A2764612","1","2530"
"1079","2583","103","123/09/2011","1","2530"
"1080","2583","104","A2764611","1","2530"
"1081","2526","105","A2764616","1","2530"
"1082","2526","103","103/09/2011","1","2530"
"1083","2526","104","A2764615","1","2530"
"1084","2586","105","A2764614","1","2530"
"1085","2586","103","120/09/2011","1","2530"
"1086","2586","104","A2764613","1","2530"
"1087","2597","105","A2764618","1","2530"
"1088","2597","103","99/09/2011","1","2530"
"1089","2597","104","A2764617","1","2530"
"1090","2474","105","A2764620","1","2530"
"1091","2474","103","18/09/2011","1","2530"
"1092","2474","104","A2764619","1","2530"
"1093","2430","105","A2764622","1","2530"
"1094","2430","103","2/09/2011","1","2530"
"1095","2430","104","A2764621","1","2530"
"1096","2460","105","A2764624","1","2530"
"1097","2460","103","4/09/2011","1","2530"
"1098","2460","104","A2764623","1","2530"
"1099","2465","105","A2764626","1","2530"
"1100","2465","103","9/09/2011","1","2530"
"1101","2465","104","A2764625","1","2530"
"1102","2475","105","A2764628","1","2530"
"1103","2475","103","19/09/2011","1","2530"
"1104","2475","104","A2764627","1","2530"
"1105","2580","105","A2764630","1","2530"
"1106","2580","103","127/09/2011","1","2530"
"1107","2580","104","A2764629","1","2530"
"1108","2515","105","A2764632","1","2530"
"1109","2515","103","31/09/2011","1","2530"
"1110","2515","104","A2764631","1","2530"
"1111","2581","105","A2764634","1","2530"
"1112","2581","103","125/09/2011","1","2530"
